acctrefno,loan_group_no,loan_class1_no,application_id,customer_application_id,person_id,submit_dt,complete_dt,open_month,withdraw_dt,first_payment_dt,withdraw_reason,application_status,account_status,account_payment_method,mx_discount,balance_amt,loan_amt,principal_balance,min_amt,net_paid_amt,net_paid_amt_effective,scu_amt,net_funded_amt,payoff_type,fpr,fpd,pd,cpo,epo,dpd,dpd_bin,past_due_amt,past_due_amt_snapapp,past_due_amt_effective
475722,4,1,22072101XMKY,2454051089,2454051083,2022-07-21,2022-07-21,2022-07-01,NA,2022-10-10,"NA",COMPLETE,ACTIVE,MANUAL,439.6,1256,1256,1256,0,0,0,1256,816.4,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
476241,4,1,220722032RFL,2456320505,2456320499,2022-07-22,2022-07-22,2022-07-01,NA,2022-10-07,"NA",COMPLETE,ACTIVE,MANUAL,1050,3000,3000,3000,0,0,0,3000,1939.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
489199,4,1,22082301JNTN,2505152624,2505152618,2022-08-23,2022-08-23,2022-08-01,NA,2022-11-04,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
444547,4,1,22050403NJKS,2321002134,2321002128,2022-05-04,2022-05-04,2022-05-01,NA,2022-07-27,"NA",COMPLETE,ACTIVE,MANUAL,346.92,1060.5919,1173.2,991.2,143.2,0,0,991.2,644.28,"NA",1,1,1,0,0,47,31-60,143.2,203.54,143.2
458048,4,1,220608023MNY,2380091731,1069611766,2022-06-08,2022-06-08,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,160.55,439.28717,508.7,437.17,26.48,26.48,26.48,458.7,298.15,"NA",0,0,0,0,0,0,CURRENT,0,43.48,0
455399,4,1,220602027SFL,2369507618,2369507604,2022-06-02,2022-06-02,2022-06-01,NA,2022-08-10,"NA",COMPLETE,ACTIVE,MANUAL,122.5,326.6324,350,325.66,11.6,11.6,37.52,350,226.27,"NA",0,0,0,0,0,0,CURRENT,0,0,0
489238,4,1,220823029SMI,2505212471,2505212465,2022-08-23,2022-08-23,2022-08-01,NA,2022-11-03,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
493167,4,1,22090102QSMN,2519749257,2519749251,2022-09-01,2022-09-01,2022-09-01,NA,2022-11-11,"NA",COMPLETE,ACTIVE,MANUAL,456.75,1305,1305,1305,0,0,0,1305,848.25,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
423166,4,1,22031402MGTX,2238535422,2238535416,2022-03-14,2022-03-14,2022-03-01,NA,2022-05-20,"NA",COMPLETE,ACTIVE,MANUAL,572.89,1355.2365,1672.04,1349.91,434.88,434.88,462.06,1636.84,1063.95,"NA",0,0,0,0,0,0,CURRENT,0,659.43,0
458613,4,1,2206090378TN,2381318734,2381318728,2022-06-09,2022-06-09,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,278.67,823.6776,850,796.2,26.62,0,0,796.2,517.53,"NA",1,1,1,0,0,17,1-30,26.62,75.46,53.24
446797,4,1,2204150121TN,2290350857,2290350851,2022-04-15,2022-05-10,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,MANUAL,89.6,237.66096,278.03,236.72,29.96,29.96,34.24,256,166.4,"NA",0,0,0,0,0,0,CURRENT,0,48.56,0
472383,4,1,22071300ZMIN,2439867713,2439867707,2022-07-13,2022-07-13,2022-07-01,NA,2022-10-03,"NA",COMPLETE,ACTIVE,MANUAL,173.95,497.49005,849,497,0,0,0,497,323.05,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
475875,4,1,22072105SKSC,2454485398,2454485383,2022-07-21,2022-07-21,2022-07-01,NA,2022-09-29,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
438098,4,1,22041800SWSC,2295348705,2295348698,2022-04-18,2022-04-18,2022-04-01,NA,2022-07-07,"NA",COMPLETE,ACTIVE,MANUAL,230.54,602.5042,750.92,595.45,110.3,110.3,110.3,658.68,428.14,"NA",0,0,0,0,0,0,CURRENT,0,156.1,0
448023,4,1,22051301P3TX,2336111813,2336111807,2022-05-13,2022-05-13,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,CARD,114.1,301.79785,326,300.61,38.01,38.01,43.44,326,211.9,"NA",0,0,0,0,0,0,CURRENT,0,0,0
439109,4,1,220420035LMO,2298636341,2298636335,2022-04-20,2022-04-20,2022-04-01,NA,2022-07-05,"NA",COMPLETE,ACTIVE,MANUAL,98.7,257.44083,350,253.93,47.05,47.05,47.05,282,183.3,"NA",0,0,0,0,0,0,CURRENT,0,66.85,0
429563,4,1,22032903KYFL,2263126131,2263126123,2022-03-29,2022-03-29,2022-03-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,MANUAL,144.13,455.24692,570,411.8,95.9,0,0,411.8,265.67,"NA",1,1,1,0,0,94,90+,95.9,136.64,95.9
467221,4,1,22062904VZSC,2415900929,2415900918,2022-06-29,2022-06-29,2022-06-01,NA,2022-09-22,"NA",COMPLETE,ACTIVE,MANUAL,322,933.6072,920,920,0,0,0,920,598,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
448444,4,1,22051400W8FL,2337256642,2337255400,2022-05-14,2022-05-14,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,MANUAL,251.37,664.1955,4550,657.06,95.2,95.2,95.2,718.2,450.9,"NA",0,0,0,0,0,0,CURRENT,0,136.16,0
449987,4,1,220518067QAR,2344329859,2307353869,2022-05-18,2022-05-18,2022-05-01,NA,2022-08-01,"NA",COMPLETE,ACTIVE,MANUAL,95.87,289.31528,1380,273.92,39.22,0,0,273.92,178.05,"NA",1,1,1,0,0,42,31-60,39.22,56.26,39.22
478459,4,1,22072800M1AL,2465544500,2465544494,2022-07-28,2022-07-28,2022-07-01,NA,2022-10-14,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
460169,4,1,22061302J4TN,2388589323,2388589317,2022-06-13,2022-06-13,2022-06-01,NA,2022-08-31,"NA",COMPLETE,ACTIVE,MANUAL,167.97,494.56903,850,479.9,16.06,0,0,479.9,311.93,"NA",1,1,1,0,0,12,1-30,16.06,22.74,16.06
449394,4,1,2205170374OK,2342754188,2342754181,2022-05-17,2022-05-17,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,656.51,1983.0233,3178.5,1875.75,187.2,0,0,1875.75,1219.24,"NA",1,1,1,0,0,45,31-60,187.2,355.56,249.6
489094,4,1,2208220B43TX,2504678005,2504677999,2022-08-22,2022-08-22,2022-08-01,NA,2022-11-09,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
497045,4,1,22091200Z2FL,2537758138,2537758131,2022-09-12,2022-09-12,2022-09-01,NA,2022-11-18,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,0,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
429026,4,1,220328036FTX,2261158061,2261158054,2022-03-28,2022-03-28,2022-03-01,NA,2022-06-15,"NA",COMPLETE,ACTIVE,MANUAL,89.08,254.99329,887.5,240.3,59.64,25.56,25.56,254.5,165.42,"NA",0,0,1,0,0,47,31-60,34.08,84.42,34.08
439542,4,1,22042101X5TN,2300418572,2300418532,2022-04-21,2022-04-21,2022-04-01,NA,2022-06-30,"NA",COMPLETE,ACTIVE,CARD,122.5,378.9892,350,350,64.13,0,0,350,227.5,"NA",1,1,1,0,0,74,61-90,64.13,0,64.13
464885,4,1,2206230582AL,2405419818,2405419812,2022-06-23,2022-06-23,2022-06-01,NA,2022-09-01,"NA",COMPLETE,ACTIVE,MANUAL,122.5,332.06912,350,328.18,24.92,24.92,24.92,350,227.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
429550,4,1,220329039TTX,2263101199,2263101190,2022-03-29,2022-03-29,2022-03-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,CARD,910,2874.3127,2600,2600,564.59,0,0,2600,1690,"NA",1,1,1,0,0,94,90+,564.59,0,608.02
493109,4,1,220901016VTN,2519632831,2519632825,2022-09-01,2022-09-01,2022-09-01,NA,2022-11-30,"NA",COMPLETE,ACTIVE,MANUAL,474.88,1356.8,1356.8,1356.8,0,0,0,1356.8,881.92,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
425108,4,1,22031803RDOK,2245299367,2245299361,2022-03-18,2022-03-18,2022-03-01,NA,2022-05-31,"NA",COMPLETE,ACTIVE,ACH,122.5,299.10736000000003,350,295.32,88.41,88.41,88.41,350,227.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
446463,4,1,22050907BYMO,2329077889,2329077883,2022-05-09,2022-05-09,2022-05-01,NA,2022-08-03,"NA",COMPLETE,ACTIVE,ACH,150.08,424.85864,428.8,408.35,62.04,31.02,31.02,428.8,278.72,"NA",0,0,1,0,0,9,1-30,31.02,0,31.02
475226,4,1,22072000QZMN,2451282976,2451282713,2022-07-20,2022-07-20,2022-07-01,NA,2022-09-30,"NA",COMPLETE,ACTIVE,MANUAL,945,2700,2700,2700,0,0,0,2700,1755,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
495622,4,1,2209080130TX,2530965907,2530965900,2022-09-08,2022-09-08,2022-09-01,NA,2022-11-17,"NA",COMPLETE,ACTIVE,MANUAL,440.3,1258,1258,1258,0,0,0,1258,817.7,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
432673,4,1,22040500VQAR,2274375621,2274375614,2022-04-05,2022-04-05,2022-04-01,NA,2022-06-13,"NA",COMPLETE,ACTIVE,MANUAL,921.34,2621.8855,2660,2532.21,569.4,219,262.8,2632.4,1711.06,"NA",0,0,1,0,0,49,31-60,350.4,873.18,350.4
477567,4,1,2207260219MO,2462523942,2462523936,2022-07-26,2022-07-26,2022-07-01,NA,2022-10-07,"NA",COMPLETE,ACTIVE,MANUAL,1373.4,3924,3924,3924,0,0,0,3924,2550.6,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
451718,4,1,22052304R3FL,2352556454,2352556444,2022-05-23,2022-05-23,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,172.27,517.43677,1200,492.2,48.84,0,0,492.2,315.73,"NA",1,1,1,0,0,45,31-60,48.84,93.32,65.12
494952,4,1,2209060C2NFL,2528371425,2528371419,2022-09-06,2022-09-06,2022-09-01,NA,2022-11-25,"NA",COMPLETE,ACTIVE,MANUAL,1750,5000,5000,5000,0,0,0,5000,3232.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
441260,4,1,22042508N2KY,2307550899,2307550893,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,CARD,595.04,1834.2076,1700.1,1700.1,282.3,0,0,1700.1,1105.06,"NA",1,1,1,0,0,73,61-90,282.3,0,310.53
497288,4,1,22091206ZXAR,2538286489,2538286477,2022-09-12,2022-09-12,2022-09-01,NA,2022-12-01,"NA",COMPLETE,ACTIVE,MANUAL,1211,3460,3460,3460,0,0,0,3460,0,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
458074,4,1,22060802Q1KS,2380142424,2380142418,2022-06-08,2022-06-08,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,175.95,486.74942,775.4,481.52,33.42,33.42,33.42,502.71,326.76,"NA",0,0,0,0,0,0,CURRENT,0,47.66,0
479541,4,1,220730016MFL,2469132953,2469132947,2022-07-30,2022-07-30,2022-07-01,NA,2022-10-07,"NA",COMPLETE,ACTIVE,MANUAL,255.5,730,730,730,0,0,0,730,471.94,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
488904,4,1,22082205ZLAL,2504338407,2504338401,2022-08-22,2022-08-22,2022-08-01,NA,2022-11-15,"NA",COMPLETE,ACTIVE,MANUAL,994.35,2841,2841,2841,0,0,0,2841,1846.65,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
441124,4,1,22042505R6MO,2307282067,2307282060,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,514.85,1312.0211,1550,1306.86,244.3,244.3,268.73,1471,956.15,"NA",0,0,0,0,0,0,CURRENT,0,383.46,0
481595,4,1,220804060SSC,2479119989,2479119983,2022-08-04,2022-08-04,2022-08-01,NA,2022-10-21,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
451830,4,1,22052306XBFL,2352763513,2352763507,2022-05-23,2022-05-23,2022-05-01,NA,2022-08-11,"NA",COMPLETE,ACTIVE,MANUAL,98,294.35657,1140,280,28.14,0,0,280,178.01,"NA",1,1,1,0,0,32,31-60,28.14,39.81,28.14
451567,4,1,22052300RCFL,2352161888,2352161882,2022-05-23,2022-05-23,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,MANUAL,240.1,620.8373,850,617.79,68.34,100,100,686,442.92,"NA",0,0,0,0,0,0,CURRENT,0,113.82,0
422215,4,1,2203110284TX,2234651478,2234651472,2022-03-11,2022-03-11,2022-03-01,NA,2022-05-17,"NA",COMPLETE,ACTIVE,CARD,122.5,345.55786,350,329.63,104.22,46.32,46.32,350,227.5,"NA",0,0,1,0,0,62,61-90,57.9,0,57.9
460410,4,1,22061306XYKY,2389005036,2389005030,2022-06-13,2022-06-13,2022-06-01,NA,2022-08-19,"NA",COMPLETE,ACTIVE,MANUAL,161.7,445.15402,492,440.37,30.56,30.56,30.56,462,300.3,"NA",0,0,0,0,0,0,CURRENT,0,43.8,0
443745,4,1,220502052RMI,2317210014,2317210006,2022-05-02,2022-05-02,2022-05-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,MANUAL,52.08,134.26974,350,132.82,24.6,24.6,24.6,148.8,96.72,"NA",0,0,0,0,0,0,CURRENT,0,35.3,0
458772,4,1,22060905XBTN,2381659245,1435585319,2022-06-09,2022-06-09,2022-06-01,NA,2022-08-17,"NA",COMPLETE,ACTIVE,MANUAL,271.67,776.9369,776.2,767.1,51.68,25.84,25.84,776.2,504.53,"NA",0,0,1,0,0,12,1-30,25.84,0,25.84
464195,4,1,220622024SMI,2403206651,2403206644,2022-06-22,2022-06-22,2022-06-01,NA,2022-08-29,"NA",COMPLETE,ACTIVE,MANUAL,1576.05,4450.408,4890,4419.9,149.7,149.7,149.7,4503,2926.95,"NA",0,0,0,0,0,0,CURRENT,0,320.07,0
439725,4,1,22042105GDFL,2300766196,2300766188,2022-04-21,2022-04-21,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,1151.9,2837.0088,3833.15,2803.83,704.31,704.31,704.31,3291.15,2125.83,"NA",0,0,0,0,0,0,CURRENT,0,1013.7,0
433171,4,1,22040600KYIN,2275526246,2275526240,2022-04-06,2022-04-06,2022-04-01,NA,2022-06-23,"NA",COMPLETE,ACTIVE,MANUAL,233.28,594.3261,767.2,587.37,133.68,133.68,133.68,666.5,433.22,"NA",0,0,0,0,0,0,CURRENT,0,189.54,0
450767,4,1,22052003DGWI,2347185647,2097129367,2022-05-20,2022-05-20,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,ACH,816.9,2299.7473,2334,2277.29,154.84,77.42,77.42,2334,1517.1,"NA",0,0,1,0,0,31,31-60,77.42,0,77.42
483005,4,1,22080804WFNY,2484249611,2484249605,2022-08-08,2022-08-08,2022-08-01,NA,2022-11-01,"NA",COMPLETE,ACTIVE,MANUAL,1407,4020,4020,4020,0,0,0,4020,2613,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
447060,4,1,22051100K9MI,2331498489,2331498483,2022-05-11,2022-05-11,2022-05-01,NA,2022-07-21,"NA",COMPLETE,ACTIVE,MANUAL,136.64,361.75568,4540,360.33,52.08,46.04,52.55,390.4,253.76,"NA",0,0,1,0,0,0,CURRENT,6.04,74,0
489165,4,1,22082300NZFL,2505037418,2505037412,2022-08-23,2022-08-23,2022-08-01,NA,2022-11-11,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
433354,4,1,220406041TTX,2275873722,2275873716,2022-04-06,2022-04-06,2022-04-01,NA,2022-06-15,"NA",COMPLETE,ACTIVE,MANUAL,91.28,228.2793,650,226.93,56.42,56.42,56.42,260.8,169.52,"NA",0,0,0,0,0,0,CURRENT,0,80.34,0
429397,4,1,22032900D2FL,2262288377,2262288371,2022-03-29,2022-03-29,2022-03-01,NA,2022-06-10,"NA",COMPLETE,ACTIVE,CARD,798,1972.6646,2280,1964.91,495.17,495.17,533.26,2280,1474.02,"NA",0,0,0,0,0,0,CURRENT,0,0,0
495135,4,1,22090701DKMI,2529871430,415874288,2022-09-07,2022-09-07,2022-09-01,NA,2022-11-26,"NA",COMPLETE,ACTIVE,MANUAL,1750,5000,5000,5000,0,0,0,5000,3250,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
456953,4,1,220606024WSC,2376137426,2376137420,2022-06-06,2022-06-06,2022-06-01,NA,2022-08-18,"NA",COMPLETE,ACTIVE,MANUAL,297.5,819.82965,850,799.33,60.72,60.72,60.72,850,552.5,"NA",0,0,0,0,0,0,CURRENT,0,0,0
484382,4,1,22081100L8SC,2489214758,2489214752,2022-08-11,2022-08-11,2022-08-01,NA,2022-10-20,"NA",COMPLETE,ACTIVE,MANUAL,1093.75,3125,3125,3125,0,0,0,3125,2031.25,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
426690,4,1,220322061WMS,2251962457,2251962451,2022-03-22,2022-03-22,2022-03-01,NA,2022-06-21,"NA",COMPLETE,ACTIVE,CARD,203.7,473.9807,582,470.27,169.24,169.24,169.24,582,378.3,"NA",0,0,0,0,0,0,CURRENT,0,0,0
447321,4,1,22051105RFLA,2332028333,2332028327,2022-05-11,2022-05-11,2022-05-01,NA,2022-08-03,"NA",COMPLETE,ACTIVE,MANUAL,250.6,656.0451,1417,649.63,103.4,103.4,103.4,716,465.4,"NA",0,0,0,0,0,0,CURRENT,0,147.02,0
445439,4,1,22050602P9OK,2324151310,2324151304,2022-05-06,2022-05-06,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,MANUAL,65.66,174.83226,350,172.95,25.08,25.08,25.08,187.6,121.94,"NA",0,0,0,0,0,0,CURRENT,0,35.56,0
433742,4,1,22040700KKIN,2277234291,2277234256,2022-04-07,2022-04-07,2022-04-01,NA,2022-06-23,"NA",COMPLETE,PAID,MANUAL,830.9,0,NA,NA,0,2374,2374,2374,1543.1,CASH_PAYOFF,NA,NA,NA,1,1,0,CURRENT,NA,112.5,NA
449446,4,1,22051704NJFL,2342895102,2342895096,2022-05-17,2022-05-17,2022-05-01,NA,2022-08-05,"NA",COMPLETE,ACTIVE,MANUAL,549.05,1498.7904,2111.7,1482.7,157.62,157.62,157.62,1568.7,1012.26,"NA",0,0,0,0,0,0,CURRENT,0,223.02,0
426696,4,1,2203220648MI,2251972564,2251972557,2022-03-22,2022-03-22,2022-03-01,NA,2022-06-01,"NA",COMPLETE,ACTIVE,CARD,448.7,1073.8837,1282,1067.56,340.56,340.56,340.56,1282,833.3,"NA",0,0,0,0,0,0,CURRENT,0,0,0
477220,4,1,22072504C9AR,2460625386,2460625378,2022-07-25,2022-07-25,2022-07-01,NA,2022-10-13,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,227.5,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
480979,4,1,22080302NDMI,2476578674,2476578668,2022-08-03,2022-08-03,2022-08-01,NA,2022-10-21,"NA",COMPLETE,ACTIVE,MANUAL,304.15,869,869,869,0,0,0,869,564.85,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
448976,4,1,220516041DMO,2340822778,2340822769,2022-05-16,2022-05-16,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,MANUAL,354.8,935.6278,1110,925.58,134.12,134.12,134.12,1013.7,658.9,"NA",0,0,0,0,0,0,CURRENT,0,192.16,0
447972,4,1,22051300L7NY,2335664810,2335664804,2022-05-13,2022-05-13,2022-05-01,NA,2022-07-22,"NA",COMPLETE,ACTIVE,ACH,493.5,1448.321,1410,1410,162.68,0,0,1410,916.5,"NA",1,1,1,0,0,52,31-60,162.68,0,162.68
464740,4,1,220623023VND,2405108570,2405108562,2022-06-23,2022-06-23,2022-06-01,NA,2022-09-08,"NA",COMPLETE,ACTIVE,MANUAL,291.27,821.5697,850,817.53,27.79,27.79,27.79,832.2,540.93,"NA",0,0,0,0,0,0,CURRENT,0,39.44,0
446338,4,1,22050904STFL,2328827641,2328827632,2022-05-09,2022-05-09,2022-05-01,NA,2022-07-21,"NA",COMPLETE,ACTIVE,MANUAL,640.92,1919.305,3480.4,1822.27,244.72,30.59,30.59,1831.2,1178.1,"NA",0,0,1,0,0,46,31-60,214.13,347.12,214.13
442678,4,1,22042900R5FL,2313045025,2313045019,2022-04-29,2022-04-29,2022-04-01,NA,2022-07-08,"NA",COMPLETE,ACTIVE,MANUAL,627.2,1621.8833,2290,1604.48,297.2,297.2,297.2,1791.99,1156.77,"NA",0,0,0,0,0,0,CURRENT,0,424.6,0
463587,4,1,220621017MMI,2401200353,2401200347,2022-06-21,2022-06-21,2022-06-01,NA,2022-09-09,"NA",COMPLETE,ACTIVE,MANUAL,174.93,494.36566,850,492.42,0,0,16.74,499.8,324.87,"NA",NA,NA,NA,0,0,0,CURRENT,NA,23.69,0
486188,4,1,22081508KRMO,2494361733,2494361726,2022-08-15,2022-08-15,2022-08-01,NA,2022-11-20,"NA",COMPLETE,ACTIVE,MANUAL,1382.85,3951,3951,3951,0,0,0,3951,2568.15,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
447295,4,1,220502038XFL,2317026151,2317026142,2022-05-02,2022-05-11,2022-05-01,NA,2022-07-29,"NA",COMPLETE,ACTIVE,ACH,122.5,372.087,350,350,35.13,0,0,350,226.27,"NA",1,1,1,0,0,45,31-60,35.13,0,46.84
421722,4,1,22031002GVAL,2233326504,2233326494,2022-03-10,2022-03-10,2022-03-01,NA,2022-05-20,"NA",COMPLETE,ACTIVE,ACH,1155,3709.9902,3300,3300,876.56,0,0,3300,2145,"NA",1,1,1,0,0,115,90+,876.56,0,986.13
441208,4,1,22042507L0IN,2307452208,2307452202,2022-04-25,2022-04-25,2022-04-01,NA,2022-07-01,"NA",COMPLETE,ACTIVE,MANUAL,242.62,606.7445,1272,604.36,114.65,114.65,137.58,693.2,450.58,"NA",0,0,0,0,0,0,CURRENT,0,197.1,0
481582,4,1,22080405QPFL,2479036729,2479036712,2022-08-04,2022-08-04,2022-08-01,NA,2022-10-19,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
493829,4,1,22090207GSFL,2521450460,2521450452,2022-09-02,2022-09-02,2022-09-01,NA,2022-11-10,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,226.27,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
450332,4,1,22051605JFOK,2340975475,2340975469,2022-05-16,2022-05-19,2022-05-01,NA,2022-08-02,"NA",COMPLETE,ACTIVE,CARD,770,2000.2539,2200,1978.79,314.94,314.94,314.94,2200,1430,"NA",0,0,0,0,0,0,CURRENT,0,0,0
466525,4,1,22062800SMAL,2413541604,2413541598,2022-06-28,2022-06-28,2022-06-01,NA,2022-09-28,"NA",COMPLETE,ACTIVE,MANUAL,61.25,177.76088,318,175,0,0,0,175,113.75,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
487486,4,1,2208180591SC,2498818016,2498818010,2022-08-18,2022-08-18,2022-08-01,NA,2022-11-06,"NA",COMPLETE,ACTIVE,MANUAL,668.15,1909,1909,1909,0,0,0,1909,1240.85,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
484475,4,1,22081102XNTX,2489432583,2489432577,2022-08-11,2022-08-11,2022-08-01,NA,2022-11-03,"NA",COMPLETE,ACTIVE,MANUAL,1119.3,3198,3198,3198,0,0,0,3198,2078.7,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
426151,4,1,22032105FHTX,2250741401,2250741395,2022-03-21,2022-03-21,2022-03-01,NA,2022-05-27,"NA",COMPLETE,ACTIVE,MANUAL,207.3,499.176,1045.46,493.81,156.72,157.54,157.54,592.28,384.98,"NA",0,0,0,0,0,0,CURRENT,0,224.56,0
450720,4,1,22052002L5TX,2347107734,2347107728,2022-05-20,2022-05-20,2022-05-01,NA,2022-08-04,"NA",COMPLETE,ACTIVE,MANUAL,274.17,772.90936,1968.55,763.87,78.42,52.28,52.28,783.34,509.17,"NA",0,0,1,0,0,11,1-30,26.14,111.36,26.14
497092,4,1,22091202GDTX,2537893367,2537893361,2022-09-12,2022-09-12,2022-09-01,NA,2022-11-18,"NA",COMPLETE,ACTIVE,MANUAL,122.5,350,350,350,0,0,0,350,0,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
478748,4,1,220728069QTX,2466286739,2466286733,2022-07-28,2022-07-28,2022-07-01,NA,2022-10-14,"NA",COMPLETE,ACTIVE,MANUAL,0,5000,5000,5000,0,0,0,5000,5000,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
408320,4,1,22020302CKOK,2172222482,2172222476,2022-02-03,2022-02-03,2022-02-01,NA,2022-04-22,"NA",COMPLETE,CHARGE_OFF,MANUAL,849.1,2780.0312,2680,2426,811,0,0,2426,1576.9,"NA",1,1,1,0,0,143,90+,811,1149.6,811
453442,4,1,22052700W5TX,2360128929,2360128923,2022-05-27,2022-05-27,2022-05-01,NA,2022-08-05,"NA",COMPLETE,ACTIVE,MANUAL,447.3,1113.906,1279,1112.8,106.45,171.29,221.29,1278,830.7,"NA",0,0,0,0,0,0,CURRENT,0,181.68,0
443609,4,1,220502017RSC,2316834264,2316834256,2022-05-02,2022-05-02,2022-05-01,NA,2022-07-13,"NA",COMPLETE,ACTIVE,MANUAL,52.15,159.72502,350,149,22.41,0,0,149,96.85,"NA",1,1,1,0,0,61,61-90,22.41,31.86,22.41
414230,4,1,2202190205MS,2199416145,2199416136,2022-02-19,2022-02-19,2022-02-01,NA,2022-05-20,"NA",COMPLETE,ACTIVE,CARD,850.5,2777.4268,2430,2430,706.24,0,0,2430,1579.5,"NA",1,1,1,0,0,115,90+,706.24,0,706.24
457399,4,1,22060700DQSC,2377296545,2377296539,2022-06-07,2022-06-07,2022-06-01,NA,2022-08-26,"NA",COMPLETE,ACTIVE,MANUAL,70.56,208.95497,609.4,201.6,6.75,0,0,201.6,131.04,"NA",1,1,1,0,0,17,1-30,6.75,19.12,13.5
469032,4,1,22070501D2AR,2426134748,2426134742,2022-07-05,2022-07-05,2022-07-01,NA,2022-09-23,"NA",COMPLETE,ACTIVE,MANUAL,141.4,407.5852,404,404,0,0,0,404,262.6,"NA",NA,NA,NA,0,0,0,CURRENT,NA,0,NA
